date,NO2,SO2,CO,O3,PM25,wd,ws,temp,RH,P
26/1/2020 17:00,150.4,204.36,-220.985,302,35,350,3.7,NA,NA,940.2
26/1/2020 18:00,144.76,209.6,-217.55,304,17.6,5,3.2,NA,NA,940.1
26/1/2020 19:00,144.76,209.6,-212.97,314,10.9,355,4,NA,NA,940.2
26/1/2020 20:00,148.52,204.36,-207.245,316,1.8,340,3.6,24.6,63.4,940.2
26/1/2020 21:00,146.64,201.74,-203.81,306,3.3,10,2.8,24.7,64.6,940.2
26/1/2020 22:00,141,209.6,-200.375,300,4.5,14,2.3,25.1,63.7,940.2
26/1/2020 23:00,133.48,214.84,-198.085,318,7.6,354,3.5,25.3,63.1,940.1
27/1/2020 00:00,133.48,217.46,-193.505,330,5.5,358,3.9,25.1,63,940
27/1/2020 01:00,125.96,225.32,-192.36,328,15.5,350,3.1,25.3,61.6,939.8
27/1/2020 02:00,120.32,230.56,-190.07,338,10.5,356,3,25.7,62.1,939.5
27/1/2020 03:00,116.56,230.56,-185.49,350,6.3,22,2.1,25.6,61.1,939.3
27/1/2020 04:00,114.68,230.56,-184.345,356,9.4,9,3.3,25.7,59.9,939.2
27/1/2020 05:00,114.68,230.56,-179.765,358,19.2,353,3,25.6,61.5,939
27/1/2020 06:00,116.56,227.94,-172.895,358,46.4,3,2.6,26.2,60.3,938.7
27/1/2020 07:00,122.2,220.08,-164.88,356,41.3,351,1.7,26.8,61,938.5
27/1/2020 08:00,125.96,212.22,-163.735,344,29.8,3,3.3,26.4,58.1,938.4
27/1/2020 09:00,122.2,217.46,-161.445,332,28.8,360,3.7,26.2,58.8,938.4
27/1/2020 10:00,122.2,217.46,-159.155,342,50.3,11,3.8,26.8,59.3,938.1
27/1/2020 11:00,122.2,217.46,-156.865,342,31,0,3.1,26.9,57.3,937.8
27/1/2020 12:00,122.2,217.46,-154.575,340,47.4,21,3.2,26.5,57.9,937.7
27/1/2020 13:00,131.6,222.7,-154.575,340,40.6,347,2.1,26.9,56.7,937.6
27/1/2020 14:00,129.72,209.6,-155.72,322,29.5,27,3.2,26.9,57.5,937.5
27/1/2020 15:00,131.6,209.6,-156.865,326,46,350,1.8,27,57.4,937.5
27/1/2020 16:00,131.6,206.98,-156.865,324,41.4,0,1.9,27.4,55.9,937.5
27/1/2020 17:00,129.72,206.98,-156.865,324,34.9,16,2.5,27.6,56.7,937.4
27/1/2020 18:00,131.6,220.08,-155.72,322,20.6,20,3.4,27,56.9,937.3
27/1/2020 19:00,131.6,220.08,-156.865,320,20.5,351,2.5,26.9,59.5,937.1
27/1/2020 20:00,137.24,212.22,-159.155,324,15.9,351,1.6,27,57.6,937
27/1/2020 21:00,142.88,206.98,-161.445,314,10.4,20,1,27.1,57.2,936.9
27/1/2020 22:00,150.4,199.12,-162.59,304,15.2,359,2.7,27.1,56.1,936.8
27/1/2020 23:00,159.8,188.64,-164.88,292,18.1,355,1.2,27,57.1,936.7
28/1/2020 00:00,161.68,186.02,-166.025,270,12.8,29,2.7,27.1,56.6,936.6
28/1/2020 01:00,161.68,180.78,-167.17,268,6.4,7,1.7,27.1,56.7,936.6
28/1/2020 02:00,159.8,180.78,-168.315,268,5.6,330,1.6,26.9,58,936.6
28/1/2020 03:00,165.44,167.68,-169.46,276,11.3,347,2.7,26.6,58,936.5
28/1/2020 04:00,171.08,154.58,-170.605,264,14.3,354,1.8,26.8,58.1,936.7
28/1/2020 05:00,178.6,141.48,-176.33,252,28.5,359,1.9,26.5,58.3,936.8
28/1/2020 06:00,176.72,138.86,-183.2,212,54.9,3,2.2,26,59,936.9
28/1/2020 07:00,176.72,138.86,-191.215,216,NA,17,3,25.8,59.1,937.1
28/1/2020 08:00,178.6,141.48,-196.94,220,NA,16,2,25.4,60.8,937.1
28/1/2020 09:00,184.24,128.38,-200.375,224,47.6,28,1.9,25,63,937.2
28/1/2020 10:00,189.88,115.28,-204.955,214,37.9,18,2.8,24.5,62.4,937.3
28/1/2020 11:00,188,112.66,-215.26,188,30.4,352,1.9,24.3,63.7,937.3
28/1/2020 12:00,193.64,102.18,-224.42,192,33.2,359,1.8,23.9,63.9,937.3
28/1/2020 13:00,199.28,94.32,-230.145,182,41.5,18,2.7,23.7,65.1,937.5
28/1/2020 14:00,203.04,94.32,-239.305,164,47.2,359,2.5,23.4,65.8,937.7
28/1/2020 15:00,199.28,96.94,-247.32,150,45.1,353,1.4,23.1,66.6,937.8
28/1/2020 16:00,197.4,94.32,-258.77,156,42.2,357,1.7,22.7,68.2,937.9
28/1/2020 17:00,203.04,86.46,-265.64,162,39.7,12,1.8,22.4,69,937.9
28/1/2020 18:00,201.16,83.84,-271.365,152,23.3,355,1.5,22,70.1,937.9
28/1/2020 19:00,193.64,89.08,-272.51,152,12.5,351,2.1,21.7,70.8,938.1
28/1/2020 20:00,193.64,89.08,-270.22,176,12.5,0,1.3,21.5,70.4,938.2
28/1/2020 21:00,199.28,89.08,-270.22,180,7,357,1.9,21.4,70.3,938.4
28/1/2020 22:00,203.04,89.08,-267.93,162,13.1,355,1.8,21.2,70.2,938.5
28/1/2020 23:00,199.28,89.08,-267.93,146,15.1,339,1,21.1,71.8,938.6
29/1/2020 00:00,189.88,89.08,-266.785,156,1.5,359,2.1,20.9,71.1,938.6
29/1/2020 01:00,188,86.46,-267.93,178,2.3,4,2.3,20.8,71.7,938.7
29/1/2020 02:00,186.12,86.46,-266.785,178,8.4,353,1.6,20.8,71.4,938.7
29/1/2020 03:00,174.84,96.94,-263.35,180,0.2,359,1.3,20.6,71.7,938.9
29/1/2020 04:00,167.32,104.8,-261.06,208,0.1,350,2.1,20.4,72.3,939.1
29/1/2020 05:00,159.8,117.9,-257.625,232,7.8,3,2,20.2,74.1,939.2
29/1/2020 06:00,159.8,117.9,-254.19,270,32.1,22,1.2,20.1,73.9,939.3
29/1/2020 07:00,159.8,117.9,-250.755,270,51,2,0.9,20,73,939.5
29/1/2020 08:00,159.8,120.52,-248.465,272,36.5,353,1.6,20.1,73,939.6
29/1/2020 09:00,167.32,102.18,-243.885,276,42.7,355,1.5,20.1,71.4,939.6
29/1/2020 10:00,169.2,110.04,-239.305,250,37.7,348,2,20.1,71.1,939.8
29/1/2020 11:00,169.2,107.42,-237.015,242,37.8,349,1.2,20.2,70.6,939.8
29/1/2020 12:00,169.2,107.42,-233.58,242,30,3,2,20.3,70.3,939.8
29/1/2020 13:00,169.2,107.42,-230.145,242,45.5,351,0.6,20.1,71.3,939.9
29/1/2020 14:00,171.08,107.42,-226.71,236,58.5,0,1.1,20,71.5,940
29/1/2020 15:00,171.08,104.8,-224.42,232,49.8,327,0.7,19.9,71.3,940.1
29/1/2020 16:00,172.96,104.8,-222.13,232,45.8,353,1.3,20.1,71,940
29/1/2020 17:00,178.6,96.94,-218.695,230,36.3,25,1.2,20.2,71.7,940.1
29/1/2020 18:00,186.12,96.94,-216.405,206,31.2,351,1.5,20.2,71,940.1
29/1/2020 19:00,186.12,96.94,-214.115,182,20.9,23,1.7,20.1,71.4,940.1
29/1/2020 20:00,182.36,94.32,-211.825,182,18.1,13,0.9,20.1,72,940.1
29/1/2020 21:00,174.84,104.8,-211.825,184,10.6,12,1.5,20.1,71.3,939.9
29/1/2020 22:00,167.32,104.8,-210.68,216,9.7,5,1.6,20.1,71.8,939.8
29/1/2020 23:00,176.72,104.8,-209.535,248,15,3,1.8,20,71.8,939.8
30/1/2020 00:00,178.6,104.8,-208.39,218,8,5,1.4,20.1,71.8,939.7
30/1/2020 01:00,182.36,104.8,-207.245,212,17.9,341,1.7,19.9,72.3,939.6
30/1/2020 02:00,191.76,96.94,-206.1,208,13.3,352,1.7,19.9,72.4,939.6
30/1/2020 03:00,199.28,86.46,-206.1,182,8.1,345,1.9,20.2,72.2,939.7
30/1/2020 04:00,199.28,86.46,-204.955,156,11.8,355,1.6,20,72.7,939.6
30/1/2020 05:00,199.28,86.46,-201.52,156,24.4,21,1.4,20.1,73.4,939.6
30/1/2020 06:00,199.28,86.46,-199.23,160,64.2,2,1.2,20,73.7,939.4
30/1/2020 07:00,199.28,86.46,-196.94,162,63.6,348,1.4,20,74.8,939.3
30/1/2020 08:00,199.28,86.46,-195.795,162,46.2,5,1.2,19.9,75.1,939.3
30/1/2020 09:00,199.28,86.46,-194.65,162,37.7,339,1.5,20,74.6,939.2
30/1/2020 10:00,197.4,86.46,-192.36,162,43.1,352,1.2,19.9,75.3,939.1
30/1/2020 11:00,197.4,86.46,-191.215,168,44.1,7,1.2,19.8,76.1,939
30/1/2020 12:00,197.4,89.08,-190.07,170,53.2,8,2.1,20.2,74.7,938.9
30/1/2020 13:00,197.4,89.08,-190.07,168,43.3,14,1.5,20.1,75.2,938.8
30/1/2020 14:00,195.52,89.08,-191.215,172,41,4,1.2,19.9,76,938.7
30/1/2020 15:00,203.04,81.22,-190.07,178,53.4,8,1.1,19.7,76.1,938.6
30/1/2020 16:00,203.04,81.22,-191.215,158,38.3,354,1.4,20,74,938.5
30/1/2020 17:00,201.16,81.22,-190.07,160,39.8,353,1.7,20,74.2,938.4
30/1/2020 18:00,201.16,81.22,-190.07,160,20.8,3,1.6,19.9,75.2,938.2
30/1/2020 19:00,197.4,89.08,-188.925,164,21,1,1.5,19.9,75.8,938.1
30/1/2020 20:00,197.4,89.08,-187.78,180,17.6,22,1.1,19.8,76.3,937.9
30/1/2020 21:00,191.76,86.46,-185.49,178,18.6,328,1.5,19.8,76.9,937.9
30/1/2020 22:00,201.16,86.46,-183.2,204,2.3,350,1.4,19.7,79.1,937.7
30/1/2020 23:00,208.68,81.22,-180.91,178,7.4,312,0.6,19.6,80,937.6
31/1/2020 00:00,210.56,81.22,-179.765,156,14.9,311,1.2,19,83.1,937.5
31/1/2020 01:00,218.08,75.98,-176.33,152,14.5,285,0.7,18.5,87.7,937.5
31/1/2020 02:00,223.72,70.74,-176.33,136,18,273,1.3,18.1,92.4,937.5
31/1/2020 03:00,216.2,75.98,-176.33,122,18.4,343,0.6,17.7,96.1,937.5
31/1/2020 04:00,208.68,78.6,-179.765,136,23.7,337,0.3,17.5,99.4,937.3
31/1/2020 05:00,208.68,78.6,-180.91,156,26.1,317,0.6,17.5,100,937.3
31/1/2020 06:00,203.04,86.46,-180.91,156,44.4,344,1,18.6,96.3,937.3
31/1/2020 07:00,203.04,86.46,-179.765,172,44.1,5,0.9,18.6,95.4,937.4
31/1/2020 08:00,203.04,86.46,-178.62,172,42.9,82,0.2,17.6,100,937.3
31/1/2020 09:00,201.16,86.46,-175.185,172,51.2,24,0.4,17.7,100,937.3
31/1/2020 10:00,201.16,86.46,-175.185,178,45.8,340,0.3,18.1,100,937.3
31/1/2020 11:00,208.68,81.22,-175.185,180,30.8,269,2.1,18.3,100,937.4
31/1/2020 12:00,216.2,75.98,-176.33,162,44,308,1.8,18.1,100,937.4
31/1/2020 13:00,218.08,73.36,-175.185,144,42.5,355,1.1,18.8,100,937.5
31/1/2020 14:00,218.08,73.36,-174.04,144,56.1,302,0.5,19,100,937.5
31/1/2020 15:00,219.96,73.36,-171.75,142,61,351,0.6,18,100,937.6
31/1/2020 16:00,219.96,73.36,-172.895,140,50.8,122,0.5,18,100,937.6
31/1/2020 17:00,219.96,73.36,-169.46,142,40.3,300,2.1,18.1,100,937.8
31/1/2020 18:00,219.96,73.36,-168.315,144,32.5,24,1.6,18.8,100,937.8
31/1/2020 19:00,219.96,73.36,-167.17,140,24.2,309,1.6,19.5,100,938
31/1/2020 20:00,219.96,75.98,-164.88,140,15.7,348,1.3,19.8,99.7,938
31/1/2020 21:00,227.48,70.74,-164.88,146,17,6,1.5,20.2,99.1,938.2
31/1/2020 22:00,236.88,68.12,-163.735,138,15.5,24,0.8,20.9,93.7,938.2
31/1/2020 23:00,244.4,65.5,-164.88,124,8.2,348,1.6,21.3,90,938.3
1/2/2020 00:00,253.8,65.5,-168.315,112,15.4,20,1.8,21.7,87.2,938.4
1/2/2020 01:00,265.08,57.64,-169.46,104,8,32,2.5,21.9,84.9,938.5
1/2/2020 02:00,276.36,47.16,-175.185,96,9.8,29,2.4,22.1,84.1,938.6
1/2/2020 03:00,291.4,31.44,-179.765,92,9.2,35,1.7,22.3,84.2,938.7
1/2/2020 04:00,302.68,20.96,-184.345,78,3.9,341,1.1,22.5,80,938.8
1/2/2020 05:00,304.56,20.96,-190.07,58,11.7,357,2.1,22.9,77.4,938.9
1/2/2020 06:00,304.56,20.96,-194.65,56,34.8,357,1.8,22.9,78.6,939
1/2/2020 07:00,302.68,23.58,-196.94,58,46.2,29,1.4,23.3,77.7,939
1/2/2020 08:00,302.68,23.58,-199.23,60,55.7,3,1.7,23.4,76.4,939
1/2/2020 09:00,298.92,23.58,-199.23,64,44.4,23,1.6,23.2,76.9,938.9
1/2/2020 10:00,298.92,23.58,-199.23,70,51.7,38,2.1,23.5,76.6,938.9
1/2/2020 11:00,297.04,23.58,-196.94,72,34.3,18,2.3,23.5,76.9,939
1/2/2020 12:00,297.04,23.58,-195.795,76,41.3,346,1.6,23.7,72.2,938.8
1/2/2020 13:00,298.92,26.2,-192.36,76,37.6,350,2.1,23.9,72,938.7
1/2/2020 14:00,298.92,28.82,-190.07,74,45.8,22,1.7,24.1,74,938.7
1/2/2020 15:00,295.16,31.44,-188.925,74,47.6,356,1.3,24.6,69,938.5
1/2/2020 16:00,293.28,31.44,-186.635,78,51.2,18,2.5,24.6,70.6,938.4
1/2/2020 17:00,285.76,31.44,-183.2,82,37.5,345,3.4,24.2,72.2,938.2
1/2/2020 18:00,289.52,31.44,-178.62,90,34.3,360,2,24.7,70.3,938
1/2/2020 19:00,280.12,41.92,-175.185,86,26.8,358,2,25.2,68,937.9
1/2/2020 20:00,270.72,49.78,-171.75,90,13.6,351,2.1,25.4,66.7,937.9
1/2/2020 21:00,268.84,49.78,-169.46,94,7,358,2.2,25.1,67.1,937.6
1/2/2020 22:00,259.44,57.64,-166.025,94,3.4,1,1.4,25.7,66.8,937.3
1/2/2020 23:00,244.4,65.5,-161.445,100,1.6,1,1.2,26.1,65,937
2/2/2020 00:00,246.28,65.5,-159.155,122,6,350,2.2,26,65.1,936.9
2/2/2020 01:00,246.28,65.5,-156.865,122,0.1,360,2.8,26.3,62.1,936.8
2/2/2020 02:00,251.92,65.5,-154.575,124,0.3,355,2.3,26.6,61.4,936.5
2/2/2020 03:00,250.04,65.5,-153.43,112,0.1,11,1.5,26.5,63.5,936.4
2/2/2020 04:00,248.16,65.5,-149.995,112,0.1,6,1.7,26.9,61.3,936.2
2/2/2020 05:00,242.52,65.5,-147.705,112,0.1,5,1.7,27.6,62,935.9
2/2/2020 06:00,244.4,65.5,-146.56,120,0.1,340,2.2,27.1,60.4,935.9
2/2/2020 07:00,244.4,65.5,-146.56,118,0,18,2.3,27.6,59,935.7
2/2/2020 08:00,246.28,65.5,-146.56,118,6.5,358,2.1,27.9,58.2,935.5
2/2/2020 09:00,246.28,65.5,-146.56,118,11.4,321,0.9,27.7,59.2,935.4
2/2/2020 10:00,255.68,65.5,-145.415,120,13.8,350,0.8,28.2,59.8,935.2
2/2/2020 11:00,263.2,57.64,-145.415,110,15,336,1.4,28.4,57.4,935.1
2/2/2020 12:00,265.08,57.64,-145.415,102,27.9,335,0.8,28.4,58.3,934.9
2/2/2020 13:00,274.48,47.16,-145.415,102,19.3,287,2.7,28.5,58.4,934.9
2/2/2020 14:00,285.76,39.3,-144.27,96,31.1,353,1.7,28.9,56.2,934.6
2/2/2020 15:00,298.92,31.44,-143.125,92,42.6,349,2,28.7,58.4,934.5
2/2/2020 16:00,312.08,20.96,-140.835,84,33,339,0.5,29.2,55.8,934.5
2/2/2020 17:00,321.48,7.86,-144.27,60,30.5,317,1,28.7,57.7,934.6
2/2/2020 18:00,330.88,-2.62,-143.125,46,20.7,360,1.3,28.7,58.7,934.6
2/2/2020 19:00,340.28,-5.24,-141.98,30,3.6,358,1.4,28.7,58.6,934.6
2/2/2020 20:00,332.76,-5.24,-138.545,8,0.3,333,1,28.6,59.3,934.7
2/2/2020 21:00,330.88,-5.24,-136.255,28,0.1,327,1.7,28.3,59.1,934.7
2/2/2020 22:00,321.48,5.24,-133.965,28,0.1,352,1.7,27.6,60.9,934.8
2/2/2020 23:00,312.08,5.24,-132.82,48,0.1,351,1.5,27.3,61,934.8
3/2/2020 00:00,317.72,7.86,-130.53,70,0.1,332,1.2,27,62.5,934.9
3/2/2020 01:00,315.84,7.86,-128.24,60,0.1,350,1.8,27,61.7,935
3/2/2020 02:00,306.44,18.34,-127.095,60,0.5,360,2.3,26.4,63.7,935.2
3/2/2020 03:00,304.56,18.34,-125.95,82,0.2,349,1.9,26,65,935.5
3/2/2020 04:00,306.44,18.34,-123.66,86,0.1,350,1.5,25.6,65.5,935.5
3/2/2020 05:00,306.44,18.34,-120.225,84,0.1,341,1.5,25.4,66.4,935.5
3/2/2020 06:00,308.32,18.34,-117.935,84,3.6,8,2.4,25.1,67.1,935.7
3/2/2020 07:00,308.32,18.34,-115.645,84,4,14,1.6,24.8,69,935.9
3/2/2020 08:00,317.72,7.86,-111.065,82,11.5,357,1.7,24.5,68.8,936.1
3/2/2020 09:00,325.24,-2.62,-108.775,68,12.8,356,2,24.4,69.8,936.3
3/2/2020 10:00,330.88,-5.24,-107.63,54,13.7,353,1.4,24.2,70.3,936.3
3/2/2020 11:00,330.88,-5.24,-105.34,40,17,355,2.5,23.9,70.5,936.4
3/2/2020 12:00,338.4,-7.86,-104.195,46,28.6,354,2.1,23.7,71.9,936.5
3/2/2020 13:00,340.28,-7.86,-100.76,28,27.8,358,2.4,23.5,72.6,936.6
3/2/2020 14:00,340.28,0,-98.47,28,34.9,350,2.3,23.4,73.1,936.9
3/2/2020 15:00,347.8,-5.24,-98.47,28,49.2,349,1.7,23.2,73.6,936.9
3/2/2020 16:00,347.8,-5.24,-98.47,12,44.8,355,1.6,23,74.9,937
3/2/2020 17:00,347.8,-5.24,-100.76,14,29.4,351,1.7,22.9,74.4,937.2
3/2/2020 18:00,347.8,-2.62,-101.905,16,22.1,353,1.9,22.8,75.2,937.5
3/2/2020 19:00,349.68,-2.62,-100.76,18,16.8,355,1.6,22.8,75.2,937.6
3/2/2020 20:00,357.2,-2.62,-103.05,20,8.5,31,1.1,22.7,75,937.8
